,EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
12919,452978875,DEPARTMENT OF WYOMING VFW AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
12920,452982573,FAIR FOOD STANDARDS COUNCIL INC,T3,Independent,C1700,Preservation,Trust,1,1M-5M,N,909853,1
12921,452982878,CHAVES COUNTY YOUTH AWARENESS INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
12922,452983901,PAW PURR P E T S,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
12923,452984325,DEPARTMENT OF WYOMING VFW AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
12924,452984600,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
12925,452993319,MUSEUM FOR BLACK INNOVATION & ENTREPRENEURSHIP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12926,452996531,TRI-STATE COMMUNITY HEALTHCARE CENTER,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,180949,0
12927,452997189,FOOD FOR THOUGHT PROJECT INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
12928,452997634,OREGON SCHOLASTIC CLAY TARGET PROGRAM INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,28469,1
12929,453002105,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
12930,453003162,KEEP ALBERTVILLE BEAUTIFUL INCORPORATED,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,19295,1
12931,453005425,SPATES CONTRACTING & DEVELOPMENT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12932,453007138,JUDAH LION MINISTRIES INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,0
12933,453008742,TEXAS EVALUATION NETWORK,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12934,453008956,KERRVILLE ELKS CHARITIES INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,149487,0
12935,453015697,MID-AMERICA GAY & LESBIAN CHAMBER OF COMMERCE,T6,Independent,C3000,ProductDev,Trust,1,100000-499999,N,5000,1
12936,453016459,NATIONAL ALLIANCE ON MENTAL ILLNESS OF CUMBERLAND PLATEAU,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12937,453019445,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,41792,0
12938,453021347,KENNEDY IKENNA OBILOM FOUNDATION,T3,Independent,C2000,Preservation,Trust,1,0,N,20376,1
12939,453023953,EMERGENCY AID ALLIANCE,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
12940,453026078,BRANSON-TRINCHERA COMMUNITY SENIOR CENTER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12941,453030013,AMATEUR ATHLETIC UNION OF THE UNITED STATES,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
12942,453032372,BAPTIST MEMORIAL PATIENT SAFETY ORGANIZATION INC,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,17605,0
12943,453033652,BELIEVE MINISTRIES LLC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,168794,1
12944,453034300,AMATEUR ATHLETIC UNION OF THE UNITED STATES,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,20709,0
12945,453034547,ARCHWAY CLASSICAL ACADEMY SCOTTSDALE PARENT ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,10562,0
12946,453034806,KALA,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
12947,453036054,TENNESSEE MUSIC EDUCATION ASSOCIATION,T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,95660,0
12948,453036832,DRUG ABUSE COMPREHENSIVE COORDINATING OFFICE FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,6269563,0
12949,453036902,DRUG ABUSE COMPREHENSIVE COORDINATING OFFICE PROPERTIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,10598509,0
12950,453040646,NATURE TRACK FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,43342,0
12951,453041152,BETTER BUSINESS BUREAU OF ARKANSAS EDUCATION FOUNDATION INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,112434,1
12952,453043758,OPERATION MARSHMALLOW,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12953,453043799,FI-LANTHRO-PE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12954,453044128,WOODSTOCK HIGH SCHOOL DRAMA BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,16866,1
12955,453053406,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12956,453053510,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12957,453053651,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12958,453053753,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12959,453054383,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12960,453055724,MPMO INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
12961,453058462,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
12962,453058986,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12963,453058995,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
12964,453059054,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12965,453059231,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12966,453059320,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12967,453059386,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12968,453060025,DANCE THEATRE COLLECTIVE OF SOUTHERN CALIFORNIA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
12969,453060615,DALLAS SCI RECOVERY,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,337492,1
12970,453062059,STAMFORD COMMUNITY FOOD BANK,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12971,453062208,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
12972,453066203,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
12973,453072244,ADDICTION PROFESSIONALS ASSOCIATION FOR CALIFORNIA,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5903,1
12974,453072990,HEALTHWAY MEDICAL SERVICES INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,772432,0
12975,453073516,JOBS DAUGHTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
12976,453076733,MARINE CORPS LEAGUE,T4,CompanySponsored,C3000,Preservation,Association,1,25000-99999,N,46389,1
12977,453077515,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
12978,453077655,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,40839,0
12979,453079084,NATIONAL YOUNG MENS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
12980,453080843,TOUR DE HOPE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12981,453081258,HEALING THE HEROES FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12982,453083144,KANAYSON INC,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,5000,1
12983,453083348,NATUROPATHIC DOCTORS WITHOUT BORDERS INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,155277,1
12984,453088168,SEXUAL TRAUMA AWARENESS AND RESPONSE CENTER,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,683712,0
12985,453090369,RESTORATION NETWORK LLC,T3,Independent,C1200,Preservation,Association,1,0,N,5000,1
12986,453091370,ROTARY INTERNATIONAL,T4,Independent,C1000,ProductDev,Association,1,0,N,5000,0
12987,453091744,HOUSE OF SPAIN,T4,Independent,C1000,ProductDev,Association,1,0,N,5000,1
12988,453091761,ST COLUMBAN CONFERENCE SOCIETY OF ST VINCENT DE PAUL,T3,CompanySponsored,C7000,Preservation,Association,1,0,N,5000,0
12989,453091965,SCISSORTAIL COMMUNITY DEVELOPMENT CORPORATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,290412,1
12990,453092779,MILITARY MUSTERS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12991,453099507,SYNERGY MEDIA SERVICES ASSOCIATION,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
12992,453108888,FREEDOM ATHLETIC PARENT BOOSTER CLUB,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
12993,453108950,AF WINGMOMS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
12994,453109714,BROTHERS AND SISTERS IN CHRIST- NICARAGUA INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12995,453109804,HIGH EFFICIENCY VEHICLE FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12996,453110377,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
12997,453110998,CARS TO CAREERS OF WASHINGTON COUNTY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
12998,453111500,TECHNOCULTURE-AN ONLINE JOURNAL OF TECHNOLOGY IN SOCIETY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
12999,453112030,UPRISE BOOKS PROJECT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13000,453112879,EAST VIEW SPORTS COALITION,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
13001,453117086,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
13002,453121622,SOUTH BARBER PREK - 6 PTO INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13003,453122146,PROMOTING ETHICAL ANIMAL CARE & EDUCATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
13004,453123194,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13005,453123611,RURAL VETERINARY EXPERIENCE TEACHING AND SERVICE,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,5860,1
13006,453125225,URANTIA BOOK LOS ANGELES SOCIETY,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
13007,453128297,SUNSET SILVERLAKE CHARITABLE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,58517,0
13008,453129630,THE CHRISTIAN FAMILY MINISTRY FOR THE NEEDY INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
13009,453131445,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13010,453138100,NATIONAL YOUNG MENS SERVICE LEAGUE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
13011,453139024,ADAMS COUNTY YOUTH INITIATIVE INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,312949,1
13012,453146011,HUSKIES LACROSSE INC,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,6858,0
13013,453148960,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
13014,453149341,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
13015,453150502,STUDENT BODY OF AMERICA ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,8746,1
13016,453150508,INTERNATIONAL FEDERATION OF FLY FISHERS INC,T3,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
13017,453152223,TREEBRANCHES LEARNING ACADEMY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13018,453154713,MONTEREY TRAIL HIGH SCHOOL BAND BOOSTERS CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13019,453155924,YAMHILL VALLEY TREATMENT,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,417852,1
13020,453156635,BENTON ATHLETICS INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13021,453157886,PARACLETE MINISTRIES INC,T3,Independent,C1700,Preservation,Trust,1,25000-99999,N,24294,1
13022,453161706,RUHS THEATER ARTS BOOSTER CLUB,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
13023,453167511,SAVING ADOLESCENTS FUTURES AND EDUCATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
13024,453170032,WEST TEXAS SHOWTIME,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13025,453170406,TAU KAPPA EPSILON FRATERNITY INC,T7,CompanySponsored,C1000,ProductDev,Trust,1,25000-99999,N,5000,0
13026,453171090,PORTLAND OROMO MUSLIM ASSOCIATION,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,1
13027,453174486,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13028,453176699,SUMNER COUNTY CONCERNED CITIZENS,T4,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
13029,453176916,IRA STURDEVANT HOUSE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13030,453182351,ACTIVELY VISITING ORPHANS WIDOWS ELDERLY AND DISABLED INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13031,453184248,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,10821,0
13032,453184514,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13033,453184871,TENNESSEE CERTIFICATION BOARD INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
13034,453184898,FRIENDS OF SQUAW CREEK INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13035,453185330,ALTUS MATH,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,58272,1
13036,453186239,IEA GAMECHAINGERS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13037,453189363,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13038,453193258,CAMP QUEST INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
13039,453195045,FORESTHILL FRIENDS OF THE LIBRARY INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
13040,453199516,ELEVEN INC,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,5000,0
13041,453205498,NEW MEXICO GUARD BATAAN MEMORIAL MUSEUM FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,15788,0
13042,453205968,ST JOHN VIANNEY CONFERENCE,T3,CompanySponsored,C7000,Preservation,Association,1,25000-99999,N,8106,0
13043,453206173,OREGON PUBLIC EMPLOYER LABOR RELATIONS ASSOCIATION,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,0
13044,453208378,UPPER COLUMBIA ASSOSIATION ON BEHALF OF WALDORF EDUCATION,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,13862,0
13045,453216402,ICARE EDUCATIONAL FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
13046,453217410,RESEARCH INSTITUTE OF HUMAN MOVEMENT RIHM,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13047,453221112,COPPER RIVER-AHTNA INTER-TRIBAL RESOURCE CONSERVATION DISTRICT,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,259107,0
13048,453221953,CLARK YOUTH ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13049,453231384,EKUBO MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
13050,453233682,WEATHER EXPOSITIONS OF AMERICA INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13051,453233900,GARDEN OF HOPE INC,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,1
13052,453237128,BEYOND WORDS INTERNATIONAL INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13053,453246829,FRIENDS OF TENNESSEE STATE PARKS COALITION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13054,453251991,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13055,453261376,YAY 4 LIFE,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,51412,1
13056,453264163,GLOBAL STUDENT INITIATIVES,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,105994,1
13057,453264972,CORONADO COMMUNITY ANIMAL RESCUE & EDUCATION SOCIETY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13058,453277156,POLK COUNTY BUSINESS LEADERSHIP NETWORK INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13059,453301332,SPARTAN ATHLETIC CLUB,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13060,453302552,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13061,453304570,SANTA MARIA CLUB,T7,Independent,C1000,ProductDev,Association,1,25000-99999,N,61904,0
13062,453305919,CANCER PREVENTION NETWORK,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,9146,0
13063,453307896,INDUSTRY PRODUCTIONS INC,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,194966,1
13064,453308540,IGLESIA APOSTOLICA EFESIOS2 20,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,47096,1
13065,453308563,116TH CAVALRY REGIMENT CHAPTER OF THE US CAVALRY & ARMOR ASSOCIATION,T19,Independent,C1000,Preservation,Association,1,0,N,5000,1
13066,453321454,LOLO ANTONIO AND LOLA LOURDES ANCHETA,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
13067,453322614,HELPING US HELP HER,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13068,453322949,RUNNREF SPORTS,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13069,453325507,CIVITAN INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13070,453327755,MYSTIC MEDIA FOUNDATION,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
13071,453327770,HANDS GIVING HOPE,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,167942,0
13072,453339945,TEAM RUN EUGENE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13073,453354447,ANGELS FOR THE HOMELSS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13074,453354761,WOMENS GOLF ALLIANCE,T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
13075,453355687,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13076,453355943,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13077,453356327,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
13078,453357247,POLK COUNTY 4-H ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13079,453357379,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,140655,0
13080,453357592,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13081,453357785,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13082,453357839,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13083,453358879,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,132463,0
13084,453359828,VOLUNTEERS INTERNATIONAL COMMUNITY DEVELOPMENT AFRICA - US PARTNERS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13085,453363294,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,89697,1
13086,453364481,DEPARTMENT OF ALABAMA AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
13087,453367364,CBU CARES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13088,453367542,IMPROVING DIABETES AND OBESITY OUTCOMES INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13089,453369001,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
13090,453369283,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13091,453369429,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,546232,0
13092,453369546,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,49811,0
13093,453370215,CLOUDNOW INC,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,55493,1
13094,453387128,FORGOTTEN SINNERS,T3,Independent,C1700,Preservation,Trust,1,25000-99999,N,28177,1
13095,453388263,HARVEST SUPPORT NETWORK INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,64164,1
13096,453409653,MOUNT MEIGS ACCELERATED CHRISTIAN ACADEMY,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,7136,1
13097,453412186,EASTVIEW BASEBALL BOOSTERS,T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
13098,453412725,TIMBER CREEK HIGH SCHOOL THEATRE BOOSTERS,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,12833,0
13099,453413428,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,207823,0
13100,453413606,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,153408,0
13101,453413691,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13102,453413746,NEVADA NURSES ASSOS DISTRICT 3,T6,Independent,C1000,ProductDev,Association,1,0,N,5000,1
13103,453416746,PEACE AND LOVE ACADEMIC SCHOLARSHIP -PALAS INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,0
13104,453419450,COMMUNITY BUSINESS STRATEGIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13105,453434252,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
13106,453437046,DISABLED AMERICAN VETERANS AUXILIARY INC,T4,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13107,453444577,DAWAT-E-ISLAMI INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13108,453444803,ACE MENTOR PROGRAM OF AMERICA INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
13109,453445833,TN ASSOCIATION OF FLOODPLAIN MANAGEMENT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13110,453448834,DARLENE SLATERS REHABILITATION CENTER FOR WOMEN INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,56135,1
13111,453450395,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13112,453450484,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13113,453450561,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13114,453450641,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,193366,0
13115,453450730,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,32456,0
13116,453451342,INDUSTRIAL WORKERS OF THE WORLD,T5,CompanySponsored,C3000,ProductDev,Association,1,1-9999,N,5000,0
13117,453456164,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
13118,453457689,A NEW BEGINNING INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,647473,1
13119,453457984,SOCIETY FOR CREATIVE ANACHRONISM,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,41620,1
13120,453458140,SOCIETY FOR CREATIVE ANACHRONISM,T3,CompanySponsored,C2000,Preservation,Trust,1,10000-24999,N,21177,1
13121,453458268,SOCIETY FOR CREATIVE ANACHRONISM,T3,CompanySponsored,C2000,Preservation,Trust,1,100000-499999,N,170016,1
13122,453458377,SOCIETY FOR CREATIVE ANACHRONISM,T3,CompanySponsored,C2000,Preservation,Trust,1,10000-24999,N,7186,1
13123,453458420,GLOBAL FREEDOM ALLIANCE,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,11983,1
13124,453459009,EARLY COUNTY ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
13125,453461775,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13126,453461938,ORGANIZATION FOR INDIAN MUSIC RESEARCH INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13127,453462044,CHILDRENS MEDICAL CENTER RESEARCH INSTITUTE AT THE UNIVERSITY OF TEX,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,4578450,1
13128,453463639,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
13129,453463744,NORTHWEST OUTWARD BOUND SCHOOL,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1231220,1
13130,453477668,MAUMELLE HIGH SCHOOL BAND BOOSTERS,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,5000,0
13131,453478448,LIFE OF A SINGLE MOM,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,244370,1
13132,453480901,ALWANI GROUP FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
13133,453489802,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
13134,453501332,HEARTBASS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13135,453502371,LIVING ONLY LOVE SANCTUARY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
